,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier,cumalative_prod,reserves,remaining_oe
1152,SYGNA,2014,0.035,0.0,0.000,0.0,0.035,0.07200000000000001,104718,9.957000000000003,11.3,1.3429999999999982
1153,SYGNA,2015,0.14800000000000002,0.0,0.000,0.0,0.14800000000000002,0.715,104718,10.105000000000002,11.3,1.1949999999999985
1154,SYGNA,2016,0.16699999999999998,0.0,0.000,0.0,0.16699999999999998,1.3430000000000002,104718,10.272000000000002,11.3,1.0279999999999987
1155,SYGNA,2017,0.054000000000000006,0.0,0.000,0.0,0.054000000000000006,0.425,104718,10.326000000000002,11.3,0.9739999999999984
1156,TAMBAR,2001,0.535,0.0,0.025,0.0,0.56,0.003,1028599,0.56,13.55,12.99
1157,TAMBAR,2002,1.726,0.0,0.087,0.0,1.814,0.005,1028599,2.374,13.55,11.176
1158,TAMBAR,2003,1.463,0.0,0.072,0.0,1.535,0.005,1028599,3.909,13.55,9.641000000000002
1159,TAMBAR,2004,0.884,0.0,0.046,0.0,0.93,0.004,1028599,4.8389999999999995,13.55,8.711000000000002
1160,TAMBAR,2005,1.24,0.0,0.070,0.0,1.31,0.01,1028599,6.148999999999999,13.55,7.401000000000002
1161,TAMBAR,2006,0.9359999999999999,0.0,0.056,0.0,0.991,0.017,1028599,7.139999999999999,13.55,6.410000000000002
1162,TAMBAR,2007,0.65,0.0,0.037,0.0,0.6859999999999999,0.019,1028599,7.825999999999999,13.55,5.724000000000002
1163,TAMBAR,2008,0.591,0.0,0.037,0.0,0.629,0.027000000000000003,1028599,8.454999999999998,13.55,5.095000000000002
1164,TAMBAR,2009,0.341,0.0,0.016,0.0,0.35700000000000004,0.004,1028599,8.811999999999998,13.55,4.738000000000003
1165,TAMBAR,2010,0.285,0.0,0.013,0.0,0.298,0.003,1028599,9.109999999999998,13.55,4.440000000000003
1166,TAMBAR,2011,0.29,0.0,0.011,0.0,0.302,0.003,1028599,9.411999999999997,13.55,4.1380000000000035
1167,TAMBAR,2012,0.226,0.0,0.010,0.0,0.235,0.002,1028599,9.646999999999997,13.55,3.903000000000004
1168,TAMBAR,2013,0.24,0.0,0.010,0.0,0.249,0.011000000000000001,1028599,9.895999999999997,13.55,3.6540000000000035
1169,TAMBAR,2014,0.33399999999999996,0.0,0.014,0.0,0.34700000000000003,0.024,1028599,10.242999999999997,13.55,3.307000000000004
1170,TAMBAR,2015,0.257,0.0,0.012,0.0,0.26899999999999996,0.003,1028599,10.511999999999997,13.55,3.038000000000004
1171,TAMBAR,2016,0.222,0.0,0.010,0.0,0.23199999999999998,0.008,1028599,10.743999999999996,13.55,2.8060000000000045
1172,TAMBAR,2017,0.07200000000000001,0.0,0.004,0.0,0.076,0.021,1028599,10.819999999999997,13.55,2.730000000000004
1173,TOMMELITEN GAMMA,1988,0.204,0.255,0.041,0.0,0.5,0.0,43444,0.5,14.74,14.24
1174,TOMMELITEN GAMMA,1989,0.785,1.0859999999999999,0.170,0.0,2.041,0.0,43444,2.541,14.74,12.199
1175,TOMMELITEN GAMMA,1990,0.691,1.25,0.184,0.0,2.125,0.0,43444,4.666,14.74,10.074
1176,TOMMELITEN GAMMA,1991,0.467,1.001,0.124,0.0,1.591,0.0,43444,6.257000000000001,14.74,8.483
1177,TOMMELITEN GAMMA,1992,0.43700000000000006,1.171,0.124,0.0,1.732,0.0,43444,7.989000000000001,14.74,6.7509999999999994
1178,TOMMELITEN GAMMA,1993,0.396,1.298,0.140,0.0,1.834,0.0,43444,9.823,14.74,4.917
1179,TOMMELITEN GAMMA,1994,0.27,0.993,0.109,0.0,1.3719999999999999,0.0,43444,11.195,14.74,3.545
1180,TOMMELITEN GAMMA,1995,0.22399999999999998,0.8759999999999999,0.095,0.0,1.195,0.0,43444,12.39,14.74,2.3499999999999996
1181,TOMMELITEN GAMMA,1996,0.18899999999999997,0.7879999999999999,0.083,0.0,1.061,0.0,43444,13.451,14.74,1.2889999999999997
1182,TOMMELITEN GAMMA,1997,0.141,0.648,0.072,0.0,0.862,0.0,43444,14.313,14.74,0.4269999999999996
1183,TOMMELITEN GAMMA,1998,0.069,0.327,0.039,0.0,0.435,0.0,43444,14.748000000000001,14.74,-0.008000000000000895
1184,TOR,1978,1.207,0.341,0.000,0.0,1.548,0.0,43520,1.548,37.68,36.132
1185,TOR,1979,4.526,1.157,0.140,0.0,5.8229999999999995,0.0,43520,7.3709999999999996,37.68,30.309
1186,TOR,1980,3.59,1.288,0.278,0.0,5.155,0.0,43520,12.526,37.68,25.154
1187,TOR,1981,1.8840000000000001,1.177,0.229,0.0,3.29,0.0,43520,15.815999999999999,37.68,21.864
1188,TOR,1982,1.531,1.3419999999999999,0.272,0.0,3.145,0.0,43520,18.961,37.68,18.719
1189,TOR,1983,0.968,1.087,0.255,0.0,2.31,0.0,43520,21.270999999999997,37.68,16.409000000000002
1190,TOR,1984,0.867,0.9359999999999999,0.217,0.0,2.02,0.0,43520,23.290999999999997,37.68,14.389000000000003
1191,TOR,1985,0.8240000000000001,0.779,0.201,0.0,1.805,0.0,43520,25.095999999999997,37.68,12.584000000000003
1192,TOR,1986,0.625,0.46399999999999997,0.117,0.0,1.205,0.0,43520,26.300999999999995,37.68,11.379000000000005
1193,TOR,1987,0.47700000000000004,0.34299999999999997,0.089,0.0,0.909,0.0,43520,27.209999999999994,37.68,10.470000000000006
1194,TOR,1988,0.483,0.318,0.096,0.0,0.897,0.0,43520,28.106999999999992,37.68,9.573000000000008
1195,TOR,1989,0.51,0.312,0.089,0.0,0.912,0.0,43520,29.01899999999999,37.68,8.661000000000008
1196,TOR,1990,0.473,0.242,0.068,0.0,0.7829999999999999,0.0,43520,29.801999999999992,37.68,7.878000000000007
1197,TOR,1991,0.34600000000000003,0.161,0.038,0.0,0.545,0.0,43520,30.346999999999994,37.68,7.3330000000000055
1198,TOR,1992,0.36200000000000004,0.14400000000000002,0.031,0.0,0.5379999999999999,0.0,43520,30.884999999999994,37.68,6.795000000000005
1199,TOR,1993,0.34600000000000003,0.095,0.022,0.0,0.46299999999999997,0.0,43520,31.347999999999995,37.68,6.332000000000004
1200,TOR,1994,0.33899999999999997,0.07400000000000001,0.019,0.0,0.43200000000000005,0.0,43520,31.779999999999994,37.68,5.900000000000006
1201,TOR,1995,0.33899999999999997,0.067,0.018,0.0,0.424,0.0,43520,32.20399999999999,37.68,5.476000000000006
1202,TOR,1996,0.359,0.063,0.017,0.0,0.439,0.0,43520,32.642999999999994,37.68,5.037000000000006
1203,TOR,1997,0.34700000000000003,0.057,0.017,0.0,0.42100000000000004,0.0,43520,33.06399999999999,37.68,4.616000000000007
1204,TOR,1998,0.231,0.036000000000000004,0.011,0.0,0.278,0.0,43520,33.34199999999999,37.68,4.338000000000008
1205,TOR,1999,0.221,0.037000000000000005,0.011,0.0,0.26899999999999996,0.0,43520,33.61099999999999,37.68,4.06900000000001
1206,TOR,2000,0.256,0.040999999999999995,0.011,0.0,0.307,0.469,43520,33.91799999999999,37.68,3.7620000000000076
1207,TOR,2001,0.257,0.035,0.010,0.0,0.301,0.715,43520,34.218999999999994,37.68,3.4610000000000056
1208,TOR,2002,0.214,0.025,0.008,0.0,0.247,0.379,43520,34.465999999999994,37.68,3.2140000000000057
1209,TOR,2003,0.163,0.017,0.007,0.0,0.187,0.316,43520,34.65299999999999,37.68,3.027000000000008
1210,TOR,2004,0.19699999999999998,0.021,0.008,0.0,0.22699999999999998,0.177,43520,34.87999999999999,37.68,2.8000000000000114
1211,TOR,2005,0.18,0.02,0.008,0.0,0.20800000000000002,0.037000000000000005,43520,35.08799999999999,37.68,2.592000000000013
1212,TOR,2006,0.16399999999999998,0.024,0.009,0.0,0.19699999999999998,0.031,43520,35.28499999999999,37.68,2.3950000000000102
1213,TOR,2007,0.315,0.054000000000000006,0.016,0.0,0.385,0.187,43520,35.66999999999999,37.68,2.010000000000012
1214,TOR,2008,0.307,0.033,0.013,0.0,0.353,0.391,43520,36.02299999999999,37.68,1.6570000000000107
1215,TOR,2009,0.292,0.024,0.010,0.0,0.326,0.377,43520,36.34899999999999,37.68,1.3310000000000102
1216,TOR,2010,0.237,0.013999999999999999,0.007,0.0,0.258,0.22399999999999998,43520,36.60699999999999,37.68,1.0730000000000075
1217,TOR,2011,0.21899999999999997,0.008,0.005,0.0,0.23199999999999998,0.265,43520,36.83899999999999,37.68,0.8410000000000082
1218,TOR,2012,0.223,0.006999999999999999,0.005,0.0,0.23600000000000002,0.158,43520,37.07499999999999,37.68,0.6050000000000111
1219,TOR,2013,0.19899999999999998,0.008,0.005,0.0,0.212,0.209,43520,37.28699999999999,37.68,0.3930000000000078
1220,TOR,2014,0.19699999999999998,0.009000000000000001,0.004,0.0,0.21,0.21,43520,37.49699999999999,37.68,0.18300000000000693
1221,TOR,2015,0.18100000000000002,0.006999999999999999,0.004,0.0,0.191,0.17300000000000001,43520,37.687999999999995,37.68,-0.007999999999995566
1222,TORDIS,1994,1.555,0.09300000000000001,0.041,0.0,1.689,0.0,43725,1.689,74.61,72.92099999999999
1223,TORDIS,1995,4.146,0.278,0.171,0.0,4.593999999999999,0.0,43725,6.2829999999999995,74.61,68.327
1224,TORDIS,1996,4.504,0.364,0.199,0.0,5.067,0.0,43725,11.35,74.61,63.26
1225,TORDIS,1997,4.122,0.39,0.197,0.0,4.709,0.0,43725,16.058999999999997,74.61,58.551
1226,TORDIS,1998,3.97,0.32,0.196,0.0,4.486000000000001,0.0,43725,20.544999999999998,74.61,54.065
1227,TORDIS,1999,4.42,0.33799999999999997,0.216,0.0,4.975,0.0,43725,25.519999999999996,74.61,49.09
1228,TORDIS,2000,3.9939999999999998,0.304,0.199,0.0,4.497,1.232,43725,30.016999999999996,74.61,44.593
1229,TORDIS,2001,4.754,0.336,0.323,0.0,5.412999999999999,1.103,43725,35.42999999999999,74.61,39.18000000000001
1230,TORDIS,2002,4.6160000000000005,0.317,0.319,0.0,5.251,1.3030000000000002,43725,40.68099999999999,74.61,33.92900000000001
1231,TORDIS,2003,4.115,0.32899999999999996,0.261,0.0,4.705,1.624,43725,45.38599999999999,74.61,29.22400000000001
1232,TORDIS,2004,3.6860000000000004,0.281,0.215,0.0,4.1819999999999995,2.274,43725,49.56799999999999,74.61,25.04200000000001
1233,TORDIS,2005,3.0260000000000002,0.247,0.190,0.0,3.463,2.438,43725,53.03099999999999,74.61,21.579000000000008
1234,TORDIS,2006,1.6680000000000001,0.107,0.089,0.0,1.864,2.821,43725,54.89499999999999,74.61,19.71500000000001
1235,TORDIS,2007,2.43,0.092,0.076,0.0,2.5980000000000003,3.0469999999999997,43725,57.49299999999999,74.61,17.11700000000001
1236,TORDIS,2008,1.609,0.002,0.002,0.0,1.6130000000000002,4.494,43725,59.10599999999999,74.61,15.504000000000012
1237,TORDIS,2009,1.095,0.005,0.005,0.0,1.105,3.301,43725,60.210999999999984,74.61,14.399000000000015
1238,TORDIS,2010,0.736,0.0,0.000,0.0,0.736,1.642,43725,60.94699999999998,74.61,13.663000000000018
1239,TORDIS,2011,0.59,0.408,0.340,0.002,1.341,1.025,43725,62.28799999999998,74.61,12.322000000000017
1240,TORDIS,2012,0.223,0.018000000000000002,0.015,0.0,0.256,0.396,43725,62.54399999999998,74.61,12.066000000000017
1241,TORDIS,2013,0.508,0.037000000000000005,0.031,0.0,0.5770000000000001,1.254,43725,63.12099999999998,74.61,11.489000000000019
1242,TORDIS,2014,0.746,0.018000000000000002,0.016,0.0,0.78,2.9960000000000004,43725,63.90099999999998,74.61,10.709000000000017
1243,TORDIS,2015,1.147,0.0,0.000,0.0,1.147,2.793,43725,65.04799999999999,74.61,9.562000000000012
1244,TORDIS,2016,1.4469999999999998,0.0,0.000,0.0,1.4469999999999998,3.312,43725,66.49499999999999,74.61,8.115000000000009
1245,TORDIS,2017,0.479,0.0,0.000,0.0,0.479,1.1520000000000001,43725,66.97399999999999,74.61,7.63600000000001
1246,TROLL,1990,1.051,0.0,0.000,0.0,1.051,0.0,46437,1.051,1764.4,1763.3490000000002
1247,TROLL,1991,0.17600000000000002,0.0,0.000,0.0,0.17600000000000002,0.0,46437,1.2269999999999999,1764.4,1763.173
1248,TROLL,1992,0.063,0.0,0.000,0.0,0.063,0.0,46437,1.2899999999999998,1764.4,1763.1100000000001
1249,TROLL,1993,0.06,0.0,0.000,0.0,0.06,0.0,46437,1.3499999999999999,1764.4,1763.0500000000002
1250,TROLL,1994,0.061,0.0,0.000,0.0,0.061,0.0,46437,1.4109999999999998,1764.4,1762.989
1251,TROLL,1995,2.8560000000000003,0.0,0.000,0.0,2.8560000000000003,0.0,46437,4.267,1764.4,1760.133
1252,TROLL,1996,13.324000000000002,5.507000000000001,0.000,0.0,18.831,0.0,46437,23.098,1764.4,1741.3020000000001
1253,TROLL,1997,14.767000000000001,14.317,0.000,0.0,29.084,0.0,46437,52.182,1764.4,1712.218
1254,TROLL,1998,13.254000000000001,19.954,0.000,0.0,33.208,0.0,46437,85.39,1764.4,1679.01
1255,TROLL,1999,12.909,25.461,0.000,0.218,38.588,0.0,46437,123.97800000000001,1764.4,1640.422
1256,TROLL,2000,18.362000000000002,24.666,0.000,0.75,43.778,15.812000000000001,46437,167.756,1764.4,1596.644
1257,TROLL,2001,19.503,21.433000000000003,0.000,0.639,41.576,18.49,46437,209.332,1764.4,1555.0680000000002
1258,TROLL,2002,21.194000000000003,25.581,0.000,0.768,47.543,18.918,46437,256.875,1764.4,1507.525
1259,TROLL,2003,20.820999999999998,26.169,0.000,1.5119999999999998,48.501999999999995,21.916999999999998,46437,305.377,1764.4,1459.0230000000001
1260,TROLL,2004,17.764,26.362,0.282,0.45,44.857,23.636,46437,350.23400000000004,1764.4,1414.1660000000002
1261,TROLL,2005,14.093,28.34,1.310,0.0,43.742,22.594,46437,393.97600000000006,1764.4,1370.424
1262,TROLL,2006,10.82,30.701,1.400,0.0,42.92100000000001,21.258000000000003,46437,436.89700000000005,1764.4,1327.5030000000002
1263,TROLL,2007,9.426,35.78,1.369,0.0,46.574,21.660999999999998,46437,483.47100000000006,1764.4,1280.929
1264,TROLL,2008,8.168,29.739,1.075,0.0,38.982,21.539,46437,522.4530000000001,1764.4,1241.9470000000001
1265,TROLL,2009,7.849,24.401,1.065,0.0,33.316,20.956999999999997,46437,555.7690000000001,1764.4,1208.6309999999999
1266,TROLL,2010,6.87,28.555999999999997,1.072,0.0,36.498000000000005,19.984,46437,592.2670000000002,1764.4,1172.1329999999998
1267,TROLL,2011,7.263999999999999,24.796,0.930,0.0,32.989000000000004,19.843,46437,625.2560000000002,1764.4,1139.1439999999998
1268,TROLL,2012,7.1,34.407,1.411,0.0,42.918,18.964000000000002,46437,668.1740000000002,1764.4,1096.2259999999999
1269,TROLL,2013,7.097,29.634,1.235,0.0,37.965,17.761,46437,706.1390000000002,1764.4,1058.261
1270,TROLL,2014,7.297999999999999,29.045,1.230,0.0,37.573,18.744,46437,743.7120000000002,1764.4,1020.6879999999999
1271,TROLL,2015,7.013999999999999,34.633,1.337,0.0,42.985,18.333,46437,786.6970000000002,1764.4,977.7029999999999
1272,TROLL,2016,7.348,31.863000000000003,1.289,0.0,40.5,17.625,46437,827.1970000000002,1764.4,937.2029999999999
1273,TROLL,2017,2.282,13.277000000000001,0.526,0.0,16.086,6.444,46437,843.2830000000002,1764.4,921.1169999999998
1274,TRYM,2011,0.33399999999999996,0.461,0.000,0.0,0.795,0.0,18081500,0.795,4.9,4.105
1275,TRYM,2012,0.369,0.643,0.000,0.0,1.012,0.0,18081500,1.807,4.9,3.0930000000000004
1276,TRYM,2013,0.192,0.369,0.000,0.0,0.561,0.0,18081500,2.368,4.9,2.5320000000000005
1277,TRYM,2014,0.19899999999999998,0.44299999999999995,0.000,0.0,0.642,0.0,18081500,3.01,4.9,1.8900000000000006
1278,TRYM,2015,0.19699999999999998,0.532,0.000,0.0,0.7290000000000001,0.0,18081500,3.739,4.9,1.1610000000000005
1279,TRYM,2016,0.152,0.45,0.000,0.0,0.602,0.0,18081500,4.341,4.9,0.5590000000000002
1280,TRYM,2017,0.05,0.151,0.000,0.0,0.20199999999999999,0.0,18081500,4.543,4.9,0.3570000000000002
1281,TUNE,2002,0.018000000000000002,0.044000000000000004,0.001,0.0,0.063,0.0,853376,0.063,22.48,22.417
1282,TUNE,2003,1.139,3.332,0.042,0.0,4.513,0.048,853376,4.576,22.48,17.904
1283,TUNE,2004,0.958,3.972,0.046,0.0,4.976,0.040999999999999995,853376,9.552,22.48,12.928
1284,TUNE,2005,0.506,3.1180000000000003,0.034,0.0,3.658,0.032,853376,13.209999999999999,22.48,9.270000000000001
1285,TUNE,2006,0.287,2.557,0.027,0.0,2.8710000000000004,0.015,853376,16.081,22.48,6.399000000000001
1286,TUNE,2007,0.165,1.801,0.020,0.0,1.985,0.027000000000000003,853376,18.066,22.48,4.4140000000000015
1287,TUNE,2008,0.099,1.273,0.021,0.0,1.392,0.098,853376,19.458,22.48,3.022000000000002
1288,TUNE,2009,0.11199999999999999,1.056,0.018,0.0,1.187,0.024,853376,20.645,22.48,1.8350000000000009
1289,TUNE,2010,0.071,0.594,0.012,0.0,0.6759999999999999,0.006,853376,21.320999999999998,22.48,1.1590000000000025
1290,TUNE,2011,0.046,0.435,0.009,0.0,0.49,0.006999999999999999,853376,21.810999999999996,22.48,0.669000000000004
1291,TUNE,2012,0.042,0.34299999999999997,0.006,0.0,0.391,0.013000000000000001,853376,22.201999999999998,22.48,0.27800000000000225
1292,TUNE,2013,0.043,0.39799999999999996,0.006,0.0,0.447,0.009000000000000001,853376,22.648999999999997,22.48,-0.16899999999999693
1293,TUNE,2014,0.032,0.319,0.005,0.0,0.35600000000000004,0.035,853376,23.005,22.48,-0.5249999999999986
1294,TUNE,2015,0.022000000000000002,0.195,0.003,0.0,0.21899999999999997,0.027000000000000003,853376,23.224,22.48,-0.7439999999999998
1295,TUNE,2016,0.013000000000000001,0.129,0.002,0.0,0.14400000000000002,0.006999999999999999,853376,23.368,22.48,-0.8879999999999981
1296,TYRIHANS,2009,1.5959999999999999,0.348,0.162,0.0,2.106,0.001,3960848,2.106,92.71,90.604
1297,TYRIHANS,2010,4.056,0.047,0.021,0.0,4.124,0.0,3960848,6.2299999999999995,92.71,86.47999999999999
1298,TYRIHANS,2011,5.121,0.27,0.125,0.0,5.516,0.0,3960848,11.745999999999999,92.71,80.964
1299,TYRIHANS,2012,5.148,0.024,0.012,0.0,5.184,0.222,3960848,16.93,92.71,75.78
1300,TYRIHANS,2013,3.465,0.35200000000000004,0.160,0.0,3.977,0.287,3960848,20.907,92.71,71.803
1301,TYRIHANS,2014,3.517,1.188,0.468,0.0,5.172999999999999,0.765,3960848,26.08,92.71,66.63
1302,TYRIHANS,2015,2.553,1.791,0.653,0.0,4.996,1.012,3960848,31.076,92.71,61.63399999999999
1303,TYRIHANS,2016,1.6230000000000002,2.162,0.702,0.0,4.487,0.9840000000000001,3960848,35.563,92.71,57.14699999999999
1304,TYRIHANS,2017,0.495,0.9159999999999999,0.296,0.0,1.7069999999999999,0.358,3960848,37.27,92.71,55.43999999999999
1305,ULA,1986,0.847,0.038,0.066,0.0,0.951,0.0,43800,0.951,94.48,93.52900000000001
1306,ULA,1987,4.581,0.32,0.397,0.0,5.297999999999999,0.0,43800,6.248999999999999,94.48,88.23100000000001
1307,ULA,1988,5.062,0.361,0.502,0.0,5.926,0.0,43800,12.174999999999999,94.48,82.305
1308,ULA,1989,5.056,0.348,0.493,0.0,5.897,0.0,43800,18.072,94.48,76.408
1309,ULA,1990,5.505,0.376,0.515,0.0,6.395,0.0,43800,24.467,94.48,70.013
1310,ULA,1991,6.7829999999999995,0.424,0.530,0.0,7.737,0.0,43800,32.204,94.48,62.276
1311,ULA,1992,7.317,0.457,0.531,0.0,8.305,0.0,43800,40.509,94.48,53.971000000000004
1312,ULA,1993,7.346,0.47200000000000003,0.517,0.0,8.335,0.0,43800,48.844,94.48,45.636
1313,ULA,1994,5.457999999999999,0.349,0.373,0.0,6.178999999999999,0.0,43800,55.023,94.48,39.457
1314,ULA,1995,3.799,0.235,0.254,0.0,4.287,0.0,43800,59.31,94.48,35.17
1315,ULA,1996,2.715,0.165,0.162,0.0,3.042,0.0,43800,62.352000000000004,94.48,32.128
1316,ULA,1997,2.222,0.147,0.128,0.0,2.496,0.0,43800,64.848,94.48,29.632000000000005
1317,ULA,1998,1.6969999999999998,0.022000000000000002,0.074,0.0,1.7930000000000001,0.0,43800,66.641,94.48,27.839
1318,ULA,1999,1.4569999999999999,0.0,0.051,0.0,1.508,0.0,43800,68.149,94.48,26.331000000000003
1319,ULA,2000,1.178,0.0,0.043,0.0,1.2209999999999999,4.338,43800,69.37,94.48,25.11
1320,ULA,2001,1.3230000000000002,0.006,0.069,0.0,1.399,4.07,43800,70.769,94.48,23.711
1321,ULA,2002,1.2409999999999999,0.046,0.092,0.0,1.379,3.009,43800,72.14800000000001,94.48,22.331999999999994
1322,ULA,2003,1.071,0.05,0.084,0.0,1.205,3.1289999999999996,43800,73.35300000000001,94.48,21.126999999999995
1323,ULA,2004,1.034,0.027999999999999997,0.066,0.0,1.127,3.662,43800,74.48,94.48,20.0
1324,ULA,2005,1.085,0.0,0.074,0.0,1.159,3.068,43800,75.63900000000001,94.48,18.840999999999994
1325,ULA,2006,0.988,0.0,0.064,0.0,1.052,2.818,43800,76.69100000000002,94.48,17.788999999999987
1326,ULA,2007,0.805,0.006999999999999999,0.045,0.0,0.856,1.849,43800,77.54700000000001,94.48,16.932999999999993
1327,ULA,2008,0.5489999999999999,0.001,0.024,0.0,0.574,0.787,43800,78.12100000000001,94.48,16.358999999999995
1328,ULA,2009,0.747,0.001,0.033,0.0,0.782,0.687,43800,78.903,94.48,15.576999999999998
1329,ULA,2010,1.101,0.0,0.053,0.0,1.1540000000000001,1.776,43800,80.057,94.48,14.423000000000002
1330,ULA,2011,0.7390000000000001,0.0,0.027,0.0,0.7659999999999999,1.686,43800,80.82300000000001,94.48,13.656999999999996
1331,ULA,2012,0.529,0.0,0.021,0.0,0.55,1.796,43800,81.373,94.48,13.107
1332,ULA,2013,0.544,0.0,0.023,0.0,0.5670000000000001,1.45,43800,81.94,94.48,12.540000000000006
1333,ULA,2014,0.648,0.0,0.022,0.0,0.67,2.675,43800,82.61,94.48,11.870000000000005
1334,ULA,2015,0.483,0.0,0.014,0.0,0.49700000000000005,2.645,43800,83.107,94.48,11.373000000000005
1335,ULA,2016,0.461,0.0,0.015,0.0,0.47600000000000003,2.867,43800,83.583,94.48,10.897000000000006
1336,ULA,2017,0.15,0.0,0.004,0.0,0.155,0.858,43800,83.738,94.48,10.742000000000004
1337,URD,2005,0.191,0.011000000000000001,0.003,0.0,0.205,0.0,2834734,0.205,8.3,8.095
1338,URD,2006,2.045,0.069,0.018,0.0,2.1319999999999997,0.35100000000000003,2834734,2.3369999999999997,8.3,5.963000000000001
1339,URD,2007,0.846,0.032,0.008,0.0,0.8859999999999999,0.527,2834734,3.223,8.3,5.077000000000001
1340,URD,2008,0.51,0.021,0.006,0.0,0.537,0.494,2834734,3.76,8.3,4.540000000000001
1341,URD,2009,0.363,0.006999999999999999,0.002,0.0,0.37200000000000005,0.401,2834734,4.132,8.3,4.168000000000001
1342,URD,2010,0.414,0.003,0.001,0.0,0.418,0.736,2834734,4.55,8.3,3.750000000000001
1343,URD,2011,0.314,0.002,0.000,0.0,0.316,0.581,2834734,4.866,8.3,3.434000000000001
1344,URD,2012,0.325,0.002,0.001,0.0,0.32799999999999996,0.6940000000000001,2834734,5.194,8.3,3.1060000000000008
1345,URD,2013,0.273,0.032,0.007,0.0,0.312,0.5720000000000001,2834734,5.506,8.3,2.7940000000000005
1346,URD,2014,0.38799999999999996,0.064,0.015,0.0,0.466,0.599,2834734,5.972,8.3,2.3280000000000003
1347,URD,2015,0.257,0.017,0.003,0.0,0.27699999999999997,0.878,2834734,6.2490000000000006,8.3,2.051
1348,URD,2016,0.26,0.02,0.003,0.0,0.28300000000000003,0.591,2834734,6.532000000000001,8.3,1.7679999999999998
1349,URD,2017,0.20199999999999999,0.003,0.000,0.0,0.20600000000000002,0.18600000000000003,2834734,6.738000000000001,8.3,1.5619999999999994
1350,VALE,2002,0.054000000000000006,0.0,0.000,0.0,0.054000000000000006,0.0,1578893,0.054000000000000006,5.6,5.545999999999999
1351,VALE,2003,0.153,0.11900000000000001,0.000,0.0,0.272,0.0,1578893,0.326,5.6,5.274
1352,VALE,2004,0.16,0.132,0.000,0.0,0.292,0.0,1578893,0.618,5.6,4.981999999999999
1353,VALE,2005,0.077,0.062,0.000,0.0,0.139,0.0,1578893,0.757,5.6,4.843
1354,VALE,2006,0.17800000000000002,0.146,0.000,0.0,0.324,0.0,1578893,1.081,5.6,4.519
1355,VALE,2007,0.17300000000000001,0.136,0.000,0.0,0.31,0.0,1578893,1.391,5.6,4.209
1356,VALE,2008,0.204,0.17300000000000001,0.000,0.0,0.376,0.0,1578893,1.767,5.6,3.8329999999999997
1357,VALE,2009,0.183,0.156,0.000,0.0,0.33899999999999997,0.0,1578893,2.106,5.6,3.4939999999999998
1358,VALE,2010,0.008,0.009000000000000001,0.000,0.0,0.017,0.0,1578893,2.1229999999999998,5.6,3.477
1359,VALE,2011,0.016,0.015,0.000,0.0,0.031,0.0,1578893,2.154,5.6,3.4459999999999997
1360,VALE,2012,0.125,0.122,0.000,0.0,0.24600000000000002,0.0,1578893,2.4,5.6,3.1999999999999997
1361,VALE,2013,0.17800000000000002,0.18100000000000002,0.000,0.0,0.359,0.0,1578893,2.759,5.6,2.8409999999999997
1362,VALE,2014,0.21,0.226,0.000,0.0,0.43700000000000006,0.0,1578893,3.1959999999999997,5.6,2.404
1363,VALE,2015,0.271,0.292,0.000,0.0,0.564,0.0,1578893,3.76,5.6,1.8399999999999999
1364,VALE,2016,0.151,0.142,0.000,0.0,0.293,0.0,1578893,4.053,5.6,1.5469999999999997
1365,VALE,2017,0.059000000000000004,0.055999999999999994,0.000,0.0,0.11599999999999999,0.0,1578893,4.169,5.6,1.431
1366,VALEMON,2015,0.266,1.516,0.028,0.0,1.811,0.032,20460969,1.811,19.64,17.829
1367,VALEMON,2016,0.451,2.786,0.013,0.0,3.25,0.111,20460969,5.061,19.64,14.579
1368,VALEMON,2017,0.12,0.865,0.004,0.0,0.9890000000000001,0.032,20460969,6.05,19.64,13.59
1369,VALHALL,1982,0.085,0.0,0.002,0.0,0.087,0.0,43548,0.087,180.69,180.603
1370,VALHALL,1983,0.9670000000000001,0.10099999999999999,0.067,0.0,1.135,0.0,43548,1.222,180.69,179.468
1371,VALHALL,1984,2.843,0.513,0.242,0.0,3.5980000000000003,0.0,43548,4.82,180.69,175.87
1372,VALHALL,1985,2.781,0.46799999999999997,0.313,0.0,3.562,0.0,43548,8.382,180.69,172.308
1373,VALHALL,1986,2.5380000000000003,0.43,0.277,0.0,3.245,0.0,43548,11.626999999999999,180.69,169.063
1374,VALHALL,1987,3.478,0.622,0.336,0.0,4.436,0.0,43548,16.063,180.69,164.627
1375,VALHALL,1988,3.699,0.7090000000000001,0.334,0.0,4.743,0.0,43548,20.805999999999997,180.69,159.88400000000001
1376,VALHALL,1989,4.239,0.8420000000000001,0.376,0.0,5.457000000000001,0.0,43548,26.262999999999998,180.69,154.427
1377,VALHALL,1990,4.156000000000001,0.919,0.375,0.0,5.45,0.0,43548,31.712999999999997,180.69,148.977
1378,VALHALL,1991,3.7439999999999998,0.818,0.249,0.0,4.811,0.0,43548,36.524,180.69,144.166
